Date,Time,COGT,NO2GT,RH
22 Jan 05,43200,1,203.5,52
22 Jan 05,46800,1,191.8,50.2
22 Jan 05,50400,1.3,185.8,49.9
22 Jan 05,54000,.1,133.2,33.8
22 Jan 05,64800,.1,148.3,27.2
22 Jan 05,68400,.4,167.4,28.7
22 Jan 05,72000,.7,175.3,25.7
22 Jan 05,75600,2.7,223.6,31.9
22 Jan 05,79200,2.1,214.5,36.5
22 Jan 05,82800,1.3,196.4,36.8
23 Jan 05,0,.8,195,36
24 Jan 05,7200,.1,135.8,80.4
24 Jan 05,18000,.3,40.4,51.3
24 Jan 05,21600,.5,66.8,47.2
24 Jan 05,25200,.6,104.1,47.9
24 Jan 05,28800,1.8,168.7,49.8
24 Jan 05,32400,2,203.4,52.8
24 Jan 05,36000,1.4,183.2,46.7
24 Jan 05,39600,.6,150.5,40.6
24 Jan 05,43200,.5,138.1,35.4
24 Jan 05,46800,.7,127.3,37.2
24 Jan 05,50400,.7,-200,34.9
24 Jan 05,54000,1.1,147.5,33.1
24 Jan 05,57600,1.3,171.6,34.2
24 Jan 05,61200,1,163.4,38.1
24 Jan 05,64800,1.5,179.5,39.7
24 Jan 05,68400,1.5,168.6,42.2
24 Jan 05,72000,1.2,151.8,42.5
24 Jan 05,75600,.3,107.2,43.2
25 Jan 05,28800,.2,114.7,45.9
25 Jan 05,32400,.7,156.8,50.1
25 Jan 05,36000,.5,146.5,62.7
25 Jan 05,39600,.4,187.8,51.4
25 Jan 05,43200,.3,126.3,44.1
25 Jan 05,46800,.3,113.9,44.5
25 Jan 05,50400,.4,123.3,48.6
25 Jan 05,54000,.2,107.1,51
25 Jan 05,57600,.4,121.1,50.1
25 Jan 05,61200,.4,118.3,50.4
25 Jan 05,64800,.7,134,56.4
25 Jan 05,68400,1,141.7,56.7
25 Jan 05,72000,1.1,132.5,57
25 Jan 05,75600,.3,106,60.3
25 Jan 05,79200,.1,86.5,52.5
26 Jan 05,28800,.3,135.6,50.2
26 Jan 05,32400,.6,163.2,47.5
26 Jan 05,36000,.3,143.1,49.4
26 Jan 05,39600,.1,134.1,48.4
26 Jan 05,43200,.1,130.1,50
26 Jan 05,46800,.2,122,49.7
26 Jan 05,50400,.5,128.5,45.3
26 Jan 05,54000,.3,132.4,42.4
26 Jan 05,57600,.3,133,43.1
26 Jan 05,61200,.3,125.6,49.7
26 Jan 05,64800,1,177.1,43
26 Jan 05,68400,1.4,184.9,44.4
26 Jan 05,72000,1.4,168.5,47.9
26 Jan 05,75600,1.1,150.5,50.8
26 Jan 05,79200,.4,114,54.8
26 Jan 05,82800,.2,90.4,56.8
27 Jan 05,0,.2,86.9,46.8
27 Jan 05,3600,.2,82.9,42
27 Jan 05,7200,.2,74.4,42.1
27 Jan 05,18000,.4,26.3,45.9
27 Jan 05,21600,.5,60.5,42.5
27 Jan 05,25200,.7,91,38.1
27 Jan 05,28800,1.9,183.9,39.4
27 Jan 05,32400,2.4,203.8,41.9
27 Jan 05,36000,2,184.6,40.2
27 Jan 05,39600,1.3,125.2,38.4
27 Jan 05,43200,1,104,40.2
27 Jan 05,46800,1.2,115.2,41.2
27 Jan 05,50400,1.5,125.6,36.8
27 Jan 05,54000,1.3,125.4,35
27 Jan 05,57600,1.5,138.9,33.5
27 Jan 05,61200,1.5,141.6,32.4
27 Jan 05,64800,2.1,169.5,33.9
27 Jan 05,68400,2.6,194.8,36.1
27 Jan 05,72000,3,201.8,38.3
27 Jan 05,75600,2,167.9,39.9
27 Jan 05,79200,1.4,128.1,41.1
27 Jan 05,82800,1.3,114.8,43.1
28 Jan 05,0,1.2,111.1,46
28 Jan 05,3600,1.1,97.4,47.4
28 Jan 05,7200,.9,77.1,49.1
28 Jan 05,10800,.8,-200,48
28 Jan 05,14400,.6,50.5,48
28 Jan 05,18000,.5,49.4,47.8
28 Jan 05,21600,.6,78.7,48.1
28 Jan 05,25200,.7,92.1,47.4
28 Jan 05,28800,1.6,166.9,48.7
28 Jan 05,32400,2.2,205.5,49.8
28 Jan 05,36000,1.8,183.9,48.4
28 Jan 05,39600,1.5,176.4,49.7
28 Jan 05,43200,1.8,191.4,49.6
28 Jan 05,46800,1.4,147.1,48.4
28 Jan 05,50400,2.1,173.8,47.2
28 Jan 05,54000,1.6,166.6,49.5
28 Jan 05,57600,1.3,137.9,50.7
28 Jan 05,61200,1.9,164.3,-200
28 Jan 05,64800,2.4,189.8,-200
28 Jan 05,68400,3,197.8,-200
28 Jan 05,72000,1.9,155,-200
28 Jan 05,75600,1.8,152.5,-200
28 Jan 05,79200,1.1,109.6,-200
28 Jan 05,82800,1.1,90.7,-200
29 Jan 05,0,1.1,104.5,-200
29 Jan 05,3600,1,85.4,-200
29 Jan 05,7200,.7,59.5,49.7
29 Jan 05,10800,.6,-200,52.9
29 Jan 05,14400,.5,34.1,53.8
29 Jan 05,18000,.5,31.4,54.7
29 Jan 05,21600,.4,36.9,52.3
29 Jan 05,25200,.5,57.5,51
29 Jan 05,28800,.8,91.9,53.1
29 Jan 05,32400,1.1,109.7,54.1
29 Jan 05,36000,1.1,100.8,51
29 Jan 05,39600,1.1,96,48.7
29 Jan 05,43200,1.1,101.7,45.8
29 Jan 05,46800,1.1,96.4,48.1
29 Jan 05,50400,1.2,101.6,46.6
29 Jan 05,54000,1,87.6,45.8
29 Jan 05,57600,1.2,86.8,43.7
29 Jan 05,61200,1.3,115.1,44.9
29 Jan 05,64800,1.4,117.7,46.8
29 Jan 05,68400,1.3,134.2,48.1
29 Jan 05,72000,1.4,125.2,49
29 Jan 05,75600,1.5,140,47.4
29 Jan 05,79200,1,83,49
29 Jan 05,82800,1,72.6,49.1
30 Jan 05,0,1.1,92.1,49.7
30 Jan 05,3600,1.3,108.5,46.5
30 Jan 05,7200,1,82.3,46.9
30 Jan 05,10800,1.1,-200,45.2
30 Jan 05,18000,.6,49.7,44.4
30 Jan 05,21600,.5,44.2,43.4
30 Jan 05,25200,.4,48.6,43.8
30 Jan 05,28800,.5,62,43.2
30 Jan 05,32400,.7,85.1,42.2
30 Jan 05,36000,.8,82.1,39
30 Jan 05,39600,.8,76.5,37.5
30 Jan 05,43200,1,92.2,34.2
30 Jan 05,46800,.9,95,35.6
30 Jan 05,50400,.9,95.1,30.1
30 Jan 05,54000,.9,76.4,27.9
30 Jan 05,57600,1,94.9,25.9
30 Jan 05,61200,1,118.3,28.3
30 Jan 05,64800,1.1,122.5,28.8
30 Jan 05,68400,1.2,139.7,30.1
30 Jan 05,72000,1.6,162.8,31.1
30 Jan 05,75600,1.7,163.8,33.8
30 Jan 05,79200,1.1,120,36.6
30 Jan 05,82800,1.3,129.6,39
31 Jan 05,0,1.7,144.6,42.8
31 Jan 05,3600,1.5,126.1,38.9
31 Jan 05,7200,.8,61.4,36.4
31 Jan 05,10800,.5,-200,36.4
31 Jan 05,14400,.4,36.9,37.7
31 Jan 05,18000,.4,36.7,38.9
31 Jan 05,21600,.4,49.8,37.5
31 Jan 05,25200,.7,109.1,35.2
31 Jan 05,28800,1.8,197.8,33.9
31 Jan 05,36000,3.5,283.2,34.4
31 Jan 05,39600,2.8,255.9,22.4
31 Jan 05,43200,3.1,261.3,18.6
31 Jan 05,46800,2.5,180.8,17.2
31 Jan 05,50400,2.7,194.1,17.3
31 Jan 05,54000,2.9,214.1,18.7
31 Jan 05,57600,3.2,203.8,18.2
31 Jan 05,61200,4.1,228.2,20.3
31 Jan 05,64800,6.1,269.5,24.7
31 Jan 05,68400,6.8,285.3,29.8
31 Jan 05,72000,6.8,281.9,36.8
31 Jan 05,75600,3.7,235,39.4
31 Jan 05,79200,2.1,208,43.5
31 Jan 05,82800,1.4,160.9,45.6
01 Feb 05,0,1.3,145.7,49.4
01 Feb 05,3600,1.1,122.6,50.1
01 Feb 05,7200,1,108.7,51.5
01 Feb 05,10800,.9,-200,57.5
01 Feb 05,14400,.8,114.5,64.8
01 Feb 05,18000,.9,113.9,68.9
01 Feb 05,21600,1.1,122.2,64.9
01 Feb 05,25200,1.6,149,65.3
01 Feb 05,28800,3.7,186.8,64
01 Feb 05,32400,4.8,197.6,61.7
01 Feb 05,36000,4.1,195.8,58.8
01 Feb 05,39600,4.5,218.3,54.1
01 Feb 05,43200,4.5,227.1,50.8
01 Feb 05,46800,3.7,181.1,47.2
01 Feb 05,50400,4.2,178.9,44.4
01 Feb 05,54000,3.3,150.6,45.5
01 Feb 05,57600,3.2,162.3,44.8
01 Feb 05,61200,3.6,164.8,48.9
01 Feb 05,64800,3.5,173,40.3
01 Feb 05,68400,4.1,187.6,36.7
01 Feb 05,72000,4,186.4,39.5
01 Feb 05,75600,3.3,172.4,41.2
01 Feb 05,79200,3,149.8,43.8
01 Feb 05,82800,2.6,136.9,47.6
02 Feb 05,0,2.6,132.8,51.2
02 Feb 05,3600,2.6,121.5,52.6
02 Feb 05,7200,2.9,129.6,57.8
02 Feb 05,10800,2.9,-200,66.7
02 Feb 05,14400,2.5,120.8,66.8
02 Feb 05,18000,2,114.5,62.9
02 Feb 05,21600,2.2,125.3,67.5
02 Feb 05,25200,2.4,135.8,60.9
02 Feb 05,28800,4,174.2,63.4
02 Feb 05,32400,6.7,223.7,64.2
02 Feb 05,36000,5.6,229.5,53.1
02 Feb 05,39600,4.3,204.6,40.1
02 Feb 05,43200,4,203.8,30
02 Feb 05,46800,2.6,139.4,20.7
02 Feb 05,50400,2.2,132.8,19.9
02 Feb 05,54000,1.9,127.3,18.1
02 Feb 05,57600,1.8,123.8,18
02 Feb 05,61200,3.1,157.5,20.4
02 Feb 05,64800,4.8,170.6,25.1
02 Feb 05,68400,5.8,193.3,31.4
02 Feb 05,72000,5.9,195.4,36.2
02 Feb 05,75600,4.1,211.7,39.6
02 Feb 05,79200,1.8,192.8,42
02 Feb 05,82800,1.7,167.4,45.9
03 Feb 05,0,1.7,155.5,47.9
03 Feb 05,3600,1.5,152.6,51.6
03 Feb 05,7200,1.1,128,54.7
03 Feb 05,10800,.9,-200,56.1
03 Feb 05,18000,.3,104.5,63.7
03 Feb 05,21600,.4,129.5,60.3
03 Feb 05,25200,.6,133.9,63.1
03 Feb 05,28800,3,274.6,64.8
03 Feb 05,32400,5.6,309.2,62.2
03 Feb 05,36000,4.9,321.6,50.8
03 Feb 05,39600,3.5,332.6,39.7
03 Feb 05,43200,2.2,234.6,33
03 Feb 05,46800,2.7,241.1,34.3
03 Feb 05,50400,2.7,214,35
03 Feb 05,54000,2.1,173.7,34.9
03 Feb 05,57600,2,157,34.5
03 Feb 05,61200,2.4,170.1,37.2
03 Feb 05,64800,6.7,212.2,44.8
03 Feb 05,68400,6.4,249,52.4
03 Feb 05,72000,3.9,230.5,55.5
03 Feb 05,75600,2.7,215.6,57.6
03 Feb 05,79200,3,216.6,65.1
03 Feb 05,82800,2.1,202.8,63.1
04 Feb 05,0,1.2,161.4,62.7
04 Feb 05,3600,1.2,147.4,65.4
04 Feb 05,7200,.7,111.1,64.6
04 Feb 05,10800,.9,-200,72.2
04 Feb 05,14400,.8,114.5,63.5
04 Feb 05,18000,.4,79.8,65.5
04 Feb 05,21600,.7,121.8,74.5
04 Feb 05,25200,1.4,186.3,73.7
04 Feb 05,28800,4,306.4,70.9
04 Feb 05,32400,3.9,301.1,61.1
04 Feb 05,36000,3.1,273.5,49.8
04 Feb 05,39600,3.2,247.1,36.9
04 Feb 05,43200,1.5,168.7,28.5
04 Feb 05,46800,1.2,137.5,28.3
04 Feb 05,50400,1.9,148.5,31.8
04 Feb 05,54000,1.5,164.7,32.3
04 Feb 05,57600,1.4,156.3,33.5
04 Feb 05,61200,1.9,183.6,32.6
04 Feb 05,64800,2.2,197,37.8
04 Feb 05,68400,3,204.2,41
04 Feb 05,72000,2.6,207.4,41.9
04 Feb 05,75600,2.8,207.7,43.9
04 Feb 05,79200,1.6,173.5,45.8
04 Feb 05,82800,1.3,156.8,46.1
05 Feb 05,0,1.6,166.4,49
05 Feb 05,3600,1.5,166.8,52
05 Feb 05,7200,1.3,153.5,54.7
05 Feb 05,10800,1.6,-200,64.2
05 Feb 05,14400,2,164,66.2
05 Feb 05,18000,1.3,148.8,67.7
05 Feb 05,21600,.9,149.7,69.9
05 Feb 05,25200,1.4,205.3,67.2
05 Feb 05,28800,3.1,282.6,63.6
05 Feb 05,32400,4.1,310.1,52.7
05 Feb 05,36000,1.3,200.1,39.2
05 Feb 05,39600,.9,146.9,34.5
05 Feb 05,43200,1,127.5,34.5
05 Feb 05,46800,1,120.9,33.8
05 Feb 05,50400,1.1,128.5,33.1
05 Feb 05,54000,.8,109.7,30.8
05 Feb 05,57600,1,126.4,31.1
05 Feb 05,61200,.9,121.2,32.8
05 Feb 05,64800,.9,141.7,35
05 Feb 05,68400,1.6,173.9,36.8
05 Feb 05,72000,1.4,168,40.2
05 Feb 05,75600,1.4,180.2,42.6
05 Feb 05,79200,1.1,157.3,43.7
05 Feb 05,82800,1.2,162.3,43.2
06 Feb 05,0,1.8,173.3,39.2
06 Feb 05,3600,1.4,176.1,40.1
06 Feb 05,7200,1.4,172.3,47.1
06 Feb 05,10800,.9,-200,48.8
06 Feb 05,18000,.8,87.8,51.9
06 Feb 05,21600,.7,85.2,52.2
06 Feb 05,25200,.7,87.5,53.3
06 Feb 05,28800,.6,93.7,52.8
06 Feb 05,32400,.8,115.4,53.7
06 Feb 05,36000,1.3,136.7,42.9
06 Feb 05,39600,2,211.7,33.3
06 Feb 05,43200,1.7,172.9,25.2
06 Feb 05,46800,1.2,134.5,23.5
06 Feb 05,50400,1,100.4,26
06 Feb 05,54000,.8,78.3,27.7
06 Feb 05,57600,1,100,28.2
06 Feb 05,61200,1.4,150.2,29.9
06 Feb 05,64800,1.1,141.7,36.4
06 Feb 05,68400,1.6,165,38
06 Feb 05,72000,1.8,179.1,36.4
06 Feb 05,75600,1.4,149,35.4
06 Feb 05,79200,1.1,126.3,36.6
06 Feb 05,82800,1,119.8,37.9
07 Feb 05,0,1.1,109.5,38
07 Feb 05,3600,1,91.7,38.1
07 Feb 05,7200,.8,78.4,38.1
07 Feb 05,10800,.6,-200,39.9
07 Feb 05,14400,.6,65.1,41
07 Feb 05,18000,.6,72.5,44.6
07 Feb 05,21600,.6,84.6,44.5
07 Feb 05,25200,.8,133.3,47
07 Feb 05,28800,2.3,245.6,49.5
07 Feb 05,32400,2.8,280.7,40.5
07 Feb 05,36000,2.1,221.9,33.8
07 Feb 05,39600,1.7,181.9,25.2
07 Feb 05,43200,1.4,154.2,20.6
07 Feb 05,46800,1.6,168,21.4
07 Feb 05,50400,1.4,148.5,21.9
07 Feb 05,54000,1.3,156.4,24
07 Feb 05,57600,1.4,155.6,24.3
07 Feb 05,61200,1.7,186.7,27.8
07 Feb 05,64800,1.9,193.5,33.9
07 Feb 05,68400,2.3,204.3,37.6
07 Feb 05,72000,2,174.3,39.4
07 Feb 05,75600,1.6,154.4,39.6
07 Feb 05,79200,1,116.9,39.6
07 Feb 05,82800,.9,98,39.3
08 Feb 05,0,.9,89.7,39.6
08 Feb 05,3600,.9,73.5,39.8
08 Feb 05,7200,.5,49.2,40.5
08 Feb 05,10800,.4,-200,40.9
08 Feb 05,14400,.5,53.8,42.9
08 Feb 05,18000,.6,68.6,42.7
08 Feb 05,21600,.6,91.6,43.6
08 Feb 05,25200,1,146.3,45.1
08 Feb 05,28800,2.1,224.2,46.4
08 Feb 05,32400,2.9,252.9,43.7
08 Feb 05,36000,2.2,224.6,36.2
08 Feb 05,39600,1.6,180.4,33.4
08 Feb 05,43200,1.8,193.6,27.8
08 Feb 05,46800,1.5,158.3,27.4
08 Feb 05,50400,2.2,184.3,23.3
08 Feb 05,54000,1.6,164.5,20.7
08 Feb 05,57600,1.5,155.6,20
08 Feb 05,61200,1.8,172,-200
08 Feb 05,64800,1.8,194.4,-200
08 Feb 05,68400,2.3,207.7,-200
08 Feb 05,72000,1.9,187.2,-200
08 Feb 05,75600,1.9,187.2,-200
08 Feb 05,79200,1.1,126.7,-200
08 Feb 05,82800,.9,107.4,-200
09 Feb 05,0,.8,98.5,-200
09 Feb 05,3600,.9,100.4,-200
09 Feb 05,7200,.7,72.6,-200
09 Feb 05,10800,.8,-200,-200
09 Feb 05,18000,.7,91.7,-200
09 Feb 05,21600,.6,100.4,-200
09 Feb 05,25200,1,148.8,-200
09 Feb 05,28800,1.7,230.5,-200
09 Feb 05,32400,2.7,244.7,-200
09 Feb 05,36000,3.3,203,-200
09 Feb 05,39600,2.1,164.7,-200
09 Feb 05,43200,2,167.9,-200
09 Feb 05,46800,2,151,-200
09 Feb 05,50400,2.3,152.4,-200
09 Feb 05,54000,2,143.6,-200
09 Feb 05,57600,2.1,147.5,-200
09 Feb 05,61200,2.3,176.1,-200
09 Feb 05,64800,3.1,208.5,-200
09 Feb 05,68400,3.9,239.8,-200
09 Feb 05,72000,3.8,222.5,-200
09 Feb 05,75600,2.9,186.6,-200
09 Feb 05,79200,2.2,156.7,-200
09 Feb 05,82800,1.9,122.6,-200
10 Feb 05,0,2,126.2,-200
10 Feb 05,3600,1.8,106.2,-200
10 Feb 05,7200,1.6,94.6,-200
10 Feb 05,10800,1.5,-200,-200
10 Feb 05,14400,1.4,87,-200
10 Feb 05,18000,1.5,87.7,-200
10 Feb 05,21600,1.7,134.4,-200
10 Feb 05,25200,1.9,156.2,-200
10 Feb 05,28800,3.3,247,-200
10 Feb 05,32400,3.8,288.7,-200
10 Feb 05,36000,4.3,250,-200
10 Feb 05,39600,3.7,232.4,-200
10 Feb 05,43200,2.7,185.4,-200
10 Feb 05,46800,2.2,147.2,-200
10 Feb 05,50400,2.4,128.4,-200
10 Feb 05,54000,2.2,131.3,-200
10 Feb 05,57600,2.3,134.7,-200
10 Feb 05,61200,2.6,148.7,-200
10 Feb 05,64800,4.2,208.5,-200
10 Feb 05,68400,6.2,242.7,-200
10 Feb 05,72000,8.4,276.2,-200
10 Feb 05,75600,4.5,224.9,-200
10 Feb 05,79200,2.7,193.9,-200
10 Feb 05,82800,2.4,163.7,-200
11 Feb 05,0,2.3,147.8,-200
11 Feb 05,3600,2.2,135.7,-200
11 Feb 05,7200,2,116.4,-200
11 Feb 05,10800,1.6,-200,-200
11 Feb 05,14400,1.6,90.7,-200
11 Feb 05,18000,1.5,87,-200
11 Feb 05,21600,1.7,122.9,-200
11 Feb 05,25200,1.8,151.5,-200
11 Feb 05,28800,3.8,266.7,-200
11 Feb 05,32400,5.9,295.6,-200
11 Feb 05,36000,5.4,290.6,-200
11 Feb 05,39600,4.7,275.9,-200
11 Feb 05,43200,4.3,249.8,-200
11 Feb 05,46800,5.4,251.2,-200
11 Feb 05,50400,5.8,275,-200
11 Feb 05,54000,6.1,312.4,-200
11 Feb 05,57600,7.1,339.7,-200
11 Feb 05,61200,6.6,325.9,-200
11 Feb 05,64800,6.5,283.8,-200
11 Feb 05,68400,7.1,289,-200
11 Feb 05,72000,4.9,215,-200
11 Feb 05,75600,4,206.8,50.9
11 Feb 05,79200,4,212.7,53.3
11 Feb 05,82800,3.6,192,58.1
12 Feb 05,0,4.2,210.7,64.3
12 Feb 05,3600,4.3,229.3,66.8
12 Feb 05,7200,3.6,215.7,66.6
12 Feb 05,10800,2.5,-200,66.2
12 Feb 05,18000,1.4,136.4,69
12 Feb 05,21600,1.4,156.4,67.6
12 Feb 05,25200,1.6,176.4,65.5
12 Feb 05,28800,2.3,223.5,62.8
12 Feb 05,32400,2.4,207.2,59.3
12 Feb 05,36000,2.7,221.4,58
12 Feb 05,39600,3.4,229.3,54.7
12 Feb 05,43200,3.1,207.8,53.1
12 Feb 05,46800,3.6,206.9,52
12 Feb 05,50400,3.8,215.7,51.4
12 Feb 05,54000,3.3,224.2,51.4
12 Feb 05,57600,3.4,224.5,52
12 Feb 05,61200,3.7,227.2,52
12 Feb 05,64800,4.6,247.6,53.6
12 Feb 05,68400,5,251,55.1
12 Feb 05,72000,5.7,264.6,55.4
12 Feb 05,75600,5.2,261.5,56.9
12 Feb 05,79200,5,240.6,60
12 Feb 05,82800,4.5,230.9,59.9
13 Feb 05,0,4.1,228.5,63.2
13 Feb 05,3600,4.1,221.2,73.4
13 Feb 05,7200,3.1,180.2,77.7
13 Feb 05,10800,2.7,-200,78.7
13 Feb 05,14400,2.8,140.2,81.3
13 Feb 05,18000,2.9,153,82.9
13 Feb 05,21600,2.6,149.5,84
13 Feb 05,25200,2.6,144.5,85
13 Feb 05,28800,2.8,148.6,83.7
13 Feb 05,32400,3.3,155.2,82.4
13 Feb 05,36000,3.2,158,78.2
13 Feb 05,39600,3.3,188.1,67.9
13 Feb 05,43200,1.5,154.2,56.6
13 Feb 05,46800,1.2,106.8,48
13 Feb 05,50400,1.1,92.3,39.3
13 Feb 05,54000,1.7,105.7,34.1
13 Feb 05,57600,1,89.5,32.4
13 Feb 05,61200,1,100.4,35.8
13 Feb 05,64800,2.6,131.9,40.7
13 Feb 05,68400,2.5,210.9,42.8
13 Feb 05,72000,2.1,178.5,43.8
13 Feb 05,75600,1,116.2,42.9
13 Feb 05,79200,1.3,143.2,47.8
13 Feb 05,82800,1.5,142.2,53.4
14 Feb 05,0,1.4,134.5,55.9
14 Feb 05,3600,1.6,135.8,58.9
14 Feb 05,7200,1.1,109.3,61.2
14 Feb 05,10800,.7,-200,67.1
14 Feb 05,14400,.5,62.4,67.2
14 Feb 05,18000,.4,48.6,68.9
14 Feb 05,21600,.7,81.1,70
14 Feb 05,25200,.7,104.1,37.3
14 Feb 05,28800,2.3,175.9,44.9
14 Feb 05,32400,2.5,192.8,45.4
14 Feb 05,36000,1.7,168,39.6
14 Feb 05,39600,2.5,123.4,36.9
14 Feb 05,43200,2.1,111.2,36.2
14 Feb 05,46800,1.1,120.4,38.7
14 Feb 05,50400,1.3,122.7,30.3
14 Feb 05,54000,1.1,115.2,30.6
14 Feb 05,57600,1.1,120,27.4
14 Feb 05,61200,1.4,140.1,22.7
14 Feb 05,64800,2.3,184.8,23
14 Feb 05,68400,4.2,211.5,19.9
14 Feb 05,72000,3.5,199.7,18
14 Feb 05,75600,3,190.8,20.6
14 Feb 05,79200,1.7,168.5,24.8
14 Feb 05,82800,1.6,138.5,31.2
15 Feb 05,0,1,101.9,31.2
15 Feb 05,3600,.8,75.7,30.4
15 Feb 05,7200,.6,55.6,32.9
15 Feb 05,10800,.4,-200,37.4
15 Feb 05,18000,.3,27.9,39.8
15 Feb 05,21600,.4,55.7,40.8
15 Feb 05,25200,.5,94,41.5
15 Feb 05,28800,1.5,196.3,39.9
15 Feb 05,32400,2.1,220.1,39.5
15 Feb 05,36000,1.6,168.2,32.7
15 Feb 05,39600,1,132.5,24.9
15 Feb 05,43200,1.2,134.1,19.8
15 Feb 05,46800,1.3,138.2,19.3
15 Feb 05,50400,1.4,135.4,19.3
15 Feb 05,54000,1,111.4,19.2
15 Feb 05,57600,1.4,124.1,20.7
15 Feb 05,61200,1.5,158.2,22.1
15 Feb 05,64800,2.4,181.4,23.1
15 Feb 05,68400,2.8,184.9,25.2
15 Feb 05,72000,3.1,187.2,26.9
15 Feb 05,75600,3.1,196.4,30.1
15 Feb 05,79200,2,174.1,31.8
15 Feb 05,82800,2.1,181.9,37.5
16 Feb 05,0,1.9,181.9,40.1
16 Feb 05,3600,2.5,192.5,44.2
16 Feb 05,7200,2,173.7,47.5
16 Feb 05,10800,1.4,-200,49.1
16 Feb 05,14400,1.1,142.1,52.2
16 Feb 05,18000,.8,136.5,52.4
16 Feb 05,21600,.9,139.7,51.7
16 Feb 05,25200,1.6,200.9,54.2
16 Feb 05,28800,3.6,288,48.2
16 Feb 05,32400,3.3,259.6,37.6
16 Feb 05,36000,2.1,205.7,33.8
16 Feb 05,39600,1.3,98.1,33
16 Feb 05,43200,1.1,138,34.5
16 Feb 05,46800,1.5,139,31.3
16 Feb 05,50400,1.5,137,36.3
16 Feb 05,54000,1.6,154.8,34.6
16 Feb 05,57600,1.5,154.9,37.9
16 Feb 05,61200,1.6,147.9,41.8
16 Feb 05,64800,2.2,153,44.5
16 Feb 05,68400,3.4,171.1,43.4
16 Feb 05,72000,5.6,227,43.4
16 Feb 05,75600,5.2,250.8,44.3
16 Feb 05,79200,2.8,215.6,46.6
16 Feb 05,82800,2.4,199.6,40.3
17 Feb 05,0,2.7,191.9,43.8
17 Feb 05,3600,2.6,187.2,42.1
17 Feb 05,7200,2.3,172.6,42.1
17 Feb 05,10800,1,-200,42.9
17 Feb 05,14400,.6,64.3,46.6
17 Feb 05,18000,.5,45.8,45
17 Feb 05,21600,.5,51.4,42.2
17 Feb 05,25200,1,114.5,43.8
17 Feb 05,28800,2.6,238,44.6
17 Feb 05,32400,2.7,202.2,42.1
17 Feb 05,36000,1.8,167,36.7
17 Feb 05,39600,1.2,138.5,41.4
17 Feb 05,43200,1.3,147.2,42.5
17 Feb 05,46800,1.4,130.2,47.8
17 Feb 05,50400,1.8,143,45.5
17 Feb 05,54000,1.3,143.4,46.1
17 Feb 05,57600,1.4,135.5,44.9
17 Feb 05,61200,1.4,143.4,42.3
17 Feb 05,64800,2.4,177.1,45.2
17 Feb 05,68400,2.8,197.9,47.8
17 Feb 05,72000,3.3,200.1,47.2
17 Feb 05,75600,2.5,191.1,46.9
17 Feb 05,79200,2.1,168.5,48.2
17 Feb 05,82800,1.2,105.7,47.9
18 Feb 05,0,1.2,104.7,48.7
18 Feb 05,3600,1.3,130.1,48.2
18 Feb 05,7200,1,82.4,49.6
18 Feb 05,10800,.8,-200,52.9
18 Feb 05,18000,.4,35.4,48.1
18 Feb 05,21600,.5,59.9,50.2
18 Feb 05,25200,.7,89.8,50.7
18 Feb 05,28800,2.1,205.4,48.8
18 Feb 05,32400,2.5,198.9,44.6
18 Feb 05,36000,2,153,37.1
18 Feb 05,39600,1.4,163.2,36.2
18 Feb 05,43200,1.3,152.2,34.4
18 Feb 05,46800,1.4,145.7,33.1
18 Feb 05,50400,1.6,146,32.6
18 Feb 05,54000,1.7,133.8,31.7
18 Feb 05,57600,1.8,164.3,30.9
18 Feb 05,61200,2.4,140.7,32.2
18 Feb 05,64800,2.8,204,36
18 Feb 05,68400,3.3,210.1,39
18 Feb 05,72000,4.8,249.6,40.3
18 Feb 05,75600,2.8,201.5,41.2
18 Feb 05,79200,2.4,189.9,44.2
18 Feb 05,82800,2.9,235.8,51.8
19 Feb 05,0,2.7,250.4,55
19 Feb 05,3600,2.1,218.5,57.8
19 Feb 05,7200,1.5,155.9,56.7
19 Feb 05,10800,1.2,-200,59.6
19 Feb 05,14400,.9,98.2,58.9
19 Feb 05,18000,.8,88.5,60
19 Feb 05,21600,.8,103.6,60.3
19 Feb 05,25200,1.1,147.8,64.6
19 Feb 05,28800,1.9,194.2,65
19 Feb 05,32400,2.5,231.1,59.9
19 Feb 05,36000,2.2,199.8,57.2
19 Feb 05,39600,2.1,216.8,54
19 Feb 05,43200,2.3,209.9,43.8
19 Feb 05,46800,1.2,125.7,34.5
19 Feb 05,50400,1.2,118.4,32.4
19 Feb 05,54000,1.1,114,34.9
19 Feb 05,57600,1.1,117.1,31.9
19 Feb 05,61200,1.4,139.8,29.1
19 Feb 05,64800,1.7,168.4,33.3
19 Feb 05,68400,2.5,202.3,34.9
19 Feb 05,72000,2.7,211.3,37.3
19 Feb 05,75600,3.1,230.6,39.7
19 Feb 05,79200,2.8,213.9,41.9
19 Feb 05,82800,1.9,181,41.9
20 Feb 05,0,1.9,172.8,44.7
20 Feb 05,3600,1.7,168.8,45.8
20 Feb 05,7200,2.2,173.8,50
20 Feb 05,10800,1.6,-200,49.7
20 Feb 05,14400,1.5,129.8,46.9
20 Feb 05,18000,.8,72,48.6
20 Feb 05,21600,.5,40.3,54.7
20 Feb 05,25200,.5,55.8,55.7
20 Feb 05,28800,.7,80.5,53.8
20 Feb 05,32400,.7,81.3,50.7
